part,tier,W,ppdu_duration,W_avail,K,num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count,avg_tx_per_visit
1,,600,20,580,29.0,30,3,127,123,0.26248108925869895,1132,910.9991166077739,1170,1.12991452991453
1,,600,20,580,29.0,30,3,127,456,0.27151051625239003,1183,922.3736263736264,1380,1.1369565217391304
1,,600,20,580,29.0,30,4,255,42,0.12104787714543812,1068,1068.060861423221,1350,0.82
1,,600,20,580,29.0,30,4,255,123,0.118042226487524,1088,1034.4007352941176,1260,0.8269841269841269
1,,600,20,580,29.0,30,4,255,456,0.13497942386831277,1092,1015.5604395604396,1470,0.826530612244898
1,,600,20,580,29.0,30,5,511,42,0.07653061224489796,979,1167.9284984678243,1290,0.6077519379844961
1,,600,20,580,29.0,30,5,511,123,0.069221260815822,997,1108.7191574724172,1320,0.6128787878787879
1,,600,20,580,29.0,30,5,511,456,0.06610576923076923,1010,1124.5732673267328,1350,0.6162962962962963
2,A,50,20,30,1.5,30,0,15,42,0.8719924143652957,1348,392.95029673590506,15210,0.5547008547008547
2,A,50,20,30,1.5,30,0,15,123,0.886275739521271,1299,389.7190146266359,15689,0.6097902989355599
2,A,50,20,30,1.5,30,0,15,456,0.8777500567022001,1271,416.4287962234461,15180,0.5808959156785244
2,A,50,20,30,1.5,30,1,31,42,0.6139534883720931,1382,749.7431259044863,15540,0.19369369369369369
2,A,50,20,30,1.5,30,1,31,123,0.6417370325693607,1288,762.5031055900621,15959,0.20778244250892913
2,A,50,20,30,1.5,30,1,31,456,0.6109768726268554,1296,799.1651234567901,15060,0.19236387782204514
2,A,50,20,30,1.5,30,2,63,42,0.3848702374378796,1331,913.305785123967,15643,0.11577063223166911
2,A,50,20,30,1.5,30,2,63,123,0.38606911447084236,1319,913.1243366186505,15888,0.11656596173212487
2,A,50,20,30,1.5,30,2,63,456,0.3755656108597285,1267,966.4648776637727,15319,0.11541223317448919
2,A,50,20,30,1.5,30,3,127,42,0.15202702702702703,1280,1037.521875,12145,0.09748867846850556
2,A,50,20,30,1.5,30,3,127,123,0.1854251012145749,1242,1059.4106280193237,12362,0.09990292832874939
2,A,50,20,30,1.5,30,3,127,456,0.1891891891891892,1222,1102.778232405892,12545,0.10027899561578318
2,A,50,20,30,1.5,30,4,255,42,0.04473684210526316,1108,1214.9539711191335,8584,0.08853681267474371
2,A,50,20,30,1.5,30,4,255,123,0.06862745098039216,1078,1239.191094619666,9250,0.08821621621621621
2,A,50,20,30,1.5,30,4,255,456,0.05714285714285714,1066,1201.5422138836773,8612,0.08941012540640966
